,0,1,2,3,4,5,6,7
0,0.1393877,0.9146128,0.21625298,0.8163405,0.31547603,0.7190577,0.40634102,0.43747804
1,0.12706801,0.90425944,0.20418811,0.86188823,0.25042725,0.7960916,0.31385073,0.49462304
2,0.18858539,0.9476782,0.29213014,0.8264057,0.34414223,0.75183696,0.38632926,0.4561214
3,0.1589964,0.8915751,0.25161767,0.8367936,0.34580183,0.6691846,0.4872508,0.36725464
4,0.201993,0.89600253,0.32100126,0.82448155,0.38408285,0.7815882,0.42171618,0.5496788
5,0.19306727,0.9279161,0.29681125,0.8596068,0.39109138,0.6768191,0.4557138,0.3877469
6,0.14575851,0.9625541,0.19871508,0.9061866,0.25138062,0.8530469,0.37040323,0.52667105
7,0.16364457,0.9676163,0.21911769,0.91409975,0.27467588,0.8008889,0.370611,0.49795043
8,0.15781163,0.91375446,0.24225844,0.8620906,0.30562598,0.7094778,0.35819066,0.4438733
9,0.16190808,0.96148425,0.23457482,0.8735704,0.29483163,0.76537305,0.347205,0.47903934
10,0.17080978,0.9367469,0.25004718,0.82482713,0.3233584,0.7511544,0.39877793,0.51627713
11,0.14655621,0.9524401,0.20351082,0.892874,0.25279382,0.81675243,0.33608112,0.5409614
12,0.1717766,0.97576666,0.2570728,0.8762064,0.3187014,0.78353906,0.4277455,0.5331452
13,0.13309683,0.87996125,0.22321017,0.7783586,0.3163982,0.67509496,0.3564978,0.3844389
14,0.159104,0.9297291,0.24893674,0.8881306,0.3060173,0.7910929,0.38133016,0.4823748
15,0.19988117,0.92734826,0.29396033,0.856044,0.337485,0.7215993,0.3446868,0.47029245
16,0.1646349,0.88506633,0.25876918,0.79451585,0.31349036,0.72589874,0.3635307,0.46695197
17,0.16979815,0.8517356,0.28155443,0.7055828,0.35118002,0.50902724,0.4063789,0.29218477
18,0.18047282,0.9625102,0.2639328,0.90945244,0.31696656,0.7877096,0.3438542,0.5195879
19,0.16849793,0.93658906,0.25002056,0.88253814,0.28872907,0.8486754,0.37464407,0.5816634
20,0.1685643,0.9291636,0.26784083,0.900669,0.3167081,0.6701316,0.35186082,0.41817164
21,0.18694228,0.96074736,0.27902666,0.91265595,0.3131739,0.8104983,0.38557944,0.48983222
22,0.16896713,0.90030473,0.25601706,0.8511612,0.31452224,0.71256065,0.38110173,0.46017054
23,0.15133552,0.9186442,0.22448216,0.8460517,0.29706714,0.7617966,0.40354258,0.46556598
24,0.13947378,0.9155146,0.20831053,0.86024374,0.27182195,0.8198474,0.3782135,0.5809099
25,0.16851144,0.9120789,0.25495708,0.8455737,0.33865097,0.7279189,0.4435264,0.427373
26,0.14145543,0.9151312,0.2117338,0.8342851,0.28673542,0.7644124,0.3904345,0.43260047
27,0.15458411,0.9279389,0.24208957,0.871717,0.30421397,0.7569291,0.38022694,0.47574794
28,0.15078393,0.9167748,0.25126356,0.8123803,0.29512838,0.6311952,0.37094778,0.35143083
29,0.19679245,0.9466403,0.2778255,0.8935624,0.28897098,0.7841975,0.33920097,0.52478963
30,0.19641022,0.9085493,0.29987916,0.9052726,0.3408856,0.7649744,0.3807423,0.45801836
31,0.16175033,0.9188709,0.26546103,0.86113316,0.3316893,0.77393246,0.41414112,0.48397234
32,0.15400164,0.9388247,0.23409884,0.8455509,0.3087522,0.81352055,0.3699782,0.48301283
33,0.16748716,0.95256835,0.23556681,0.9083402,0.30667236,0.8268308,0.40485054,0.510401
34,0.1606756,0.92188615,0.26017824,0.76392806,0.32475153,0.6553372,0.37132034,0.37081724
35,0.17042527,0.97885555,0.24678434,0.93085206,0.2845447,0.804053,0.3291691,0.5036014
36,0.16679159,0.9256619,0.26200542,0.83425367,0.35512415,0.7142673,0.4309289,0.48187977
37,0.17630278,0.963733,0.2722399,0.8768841,0.33661214,0.8335556,0.38341644,0.451398
38,0.19196494,0.8633976,0.32581788,0.7450721,0.3943693,0.59445673,0.46872032,0.32597172
39,0.1649634,0.9173142,0.28950408,0.8172368,0.35898325,0.63022816,0.40587887,0.39838186
40,0.1677801,0.91648275,0.2569806,0.89829725,0.31976047,0.7776622,0.4407892,0.4719886
41,0.17232823,0.9485283,0.26985523,0.8564336,0.33128873,0.76739955,0.35850564,0.53498805
42,0.1378464,0.94321877,0.20418736,0.8749902,0.24721946,0.80521065,0.309221,0.46990326
43,0.1841505,0.9115276,0.27059746,0.78618616,0.33468196,0.6721159,0.38775793,0.42393598
44,0.1622289,0.9304869,0.23630096,0.8113609,0.2627519,0.8152699,0.31596276,0.54236287
45,0.16258517,0.8799455,0.29418603,0.77002394,0.37878457,0.6206136,0.41361699,0.35571802
46,0.20696892,0.97015864,0.28945738,0.90271246,0.34686506,0.807033,0.45747778,0.4754041
47,0.18641642,0.9828366,0.2362912,0.9127319,0.31969097,0.8336849,0.3922281,0.5510014
48,0.16515847,0.9323047,0.25648528,0.8825417,0.29910195,0.7612219,0.3674165,0.4706892
49,0.1528795,0.8998041,0.2574918,0.809566,0.34923407,0.6182458,0.43425906,0.37785852
50,0.15367799,0.9409798,0.24843797,0.8251395,0.3243443,0.7576418,0.3790508,0.46799818
51,0.17379344,0.97569734,0.23390594,0.94627047,0.2705836,0.90091544,0.39932466,0.58734107
52,0.14493911,0.8998044,0.23827314,0.82995796,0.32309088,0.56294096,0.425688,0.32513833
53,0.13791224,0.92004925,0.19643745,0.8528231,0.28650132,0.7693905,0.41156185,0.45558986
54,0.19273748,0.9844797,0.26740393,0.90525967,0.2950696,0.8547244,0.38670328,0.5934732
55,0.17235315,0.935664,0.25075215,0.83434874,0.3036243,0.6364768,0.3792244,0.4139538
56,0.13940865,0.8836741,0.21902217,0.8050232,0.2849308,0.6744119,0.366137,0.35654423
57,0.19125642,0.9385172,0.29513082,0.788153,0.36553907,0.6873658,0.42931646,0.4135535
58,0.15456448,0.9592754,0.21689224,0.9005796,0.27524015,0.8122037,0.38304204,0.5363338
59,0.18696055,0.91631377,0.27254662,0.86529094,0.34416,0.72293586,0.40302718,0.45269272
60,0.13856676,0.88594365,0.20108275,0.7956283,0.27582985,0.63294995,0.39217016,0.3247861
61,0.16538413,0.9553776,0.25370768,0.8817453,0.2871584,0.7887843,0.32883868,0.553815
62,0.19141343,0.9326928,0.30896425,0.80417967,0.3847064,0.6644398,0.5003876,0.43793318
63,0.15188915,0.9424515,0.23187384,0.8789061,0.3074527,0.7355718,0.4256472,0.47141
64,0.14358574,0.9117901,0.24160306,0.768587,0.30079582,0.5789718,0.3716339,0.33657873
65,0.17006883,0.89702946,0.2812954,0.82509047,0.3681157,0.65088296,0.42303902,0.37680528
66,0.12549627,0.937521,0.18661651,0.83637446,0.26525217,0.8137382,0.37822366,0.53583556
67,0.13159291,0.9296852,0.20585781,0.8654811,0.28036213,0.7454551,0.3459291,0.44873172
68,0.19439235,0.9608368,0.2805101,0.90884215,0.3178155,0.8485107,0.3860462,0.5405665
69,0.1584731,0.9446407,0.26833993,0.85396993,0.32220337,0.77736074,0.43575957,0.46905714
70,0.19259638,0.9645454,0.2698447,0.89179367,0.33077922,0.77063113,0.42255896,0.4960994
71,0.1595571,0.8888033,0.24692549,0.7784453,0.35135537,0.67545366,0.45537382,0.44135496
72,0.1489837,0.92118615,0.20393603,0.8701098,0.27998266,0.7824655,0.42788696,0.44114354
73,0.17909634,0.9294087,0.29949352,0.8221381,0.39245182,0.7047904,0.44051424,0.45789012
74,0.17223866,0.9640568,0.23952314,0.8980277,0.30896345,0.8427715,0.47788388,0.6125915
75,0.14984596,0.932274,0.21036729,0.8512835,0.30276507,0.75530654,0.41709274,0.45921195
76,0.17342906,0.93227166,0.25213772,0.86504126,0.3240895,0.79569185,0.40976313,0.5160192
77,0.16781841,0.9662327,0.24664718,0.87225217,0.30152547,0.8584919,0.37393358,0.55043745
78,0.17825742,0.9429746,0.26845846,0.88603157,0.32201946,0.72548896,0.36552587,0.46305364
79,0.15427773,0.9149617,0.26979077,0.8180381,0.3547667,0.69191295,0.47107348,0.42684567
80,0.15239812,0.95564836,0.22756438,0.89379317,0.29819757,0.8123202,0.3981928,0.5168928
81,0.18288966,0.96095324,0.2778803,0.8856677,0.36190644,0.8173388,0.446405,0.5299973
82,0.13762578,0.8888848,0.22442567,0.77079886,0.31238884,0.6513882,0.40217686,0.402054
83,0.1565507,0.9567026,0.23268828,0.8871464,0.28434265,0.81234556,0.33927852,0.49952155
84,0.16270669,0.9468338,0.23572348,0.86289763,0.33405638,0.76738554,0.4219445,0.45504305
85,0.16273215,0.93949544,0.258976,0.85409415,0.31439826,0.68633676,0.3943984,0.44020566
86,0.15371446,0.87815255,0.2741668,0.7485206,0.3856531,0.61806697,0.4968298,0.37308097
87,0.12049805,0.92342126,0.19171298,0.8464624,0.25735345,0.71296924,0.32615757,0.43599835
88,0.16754815,0.93857986,0.2692979,0.8331601,0.34016353,0.7188028,0.4169324,0.442124
89,0.19240472,0.9288442,0.29390064,0.8855185,0.3474343,0.76651764,0.41584027,0.44117504
90,0.15112962,0.83728856,0.2694247,0.73853636,0.37066206,0.5486366,0.444878,0.2760861
91,0.13739222,0.9188732,0.22633566,0.80360633,0.28014436,0.6993335,0.3686896,0.44138047
92,0.17178838,0.87482876,0.3178452,0.70820355,0.3861508,0.51564705,0.43352544,0.31339815
93,0.18586992,0.95891327,0.27103847,0.9209029,0.3102479,0.85711116,0.3359197,0.55151165
94,0.19150901,1.0047997,0.23723245,0.9455672,0.28386408,0.8840881,0.36069006,0.5914912
95,0.13693792,0.9058526,0.20581713,0.8542454,0.27639964,0.6621319,0.3319982,0.40292355
96,0.16992483,0.93552667,0.27157906,0.8211267,0.3385906,0.64393055,0.39457485,0.40261474
97,0.1587605,0.9525581,0.2387495,0.8856759,0.31735846,0.7804396,0.48723543,0.49296907
98,0.15058255,0.9380871,0.22071888,0.8496456,0.27545846,0.78014153,0.3855748,0.49346402
99,0.17154801,0.9327986,0.24628806,0.91190946,0.26780787,0.84667695,0.33655563,0.47054958
